ticker,name,market,close,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note
080220,제주반도체,KOSDAQ,45150,9,"[8.7, 10.2, 9.2, 0.0, 13.9, 7.2, 12.0, 6.1, 5.7]",5.71,False,1.29,50,60,47300,4.76,VCP Pattern Detected
241520,DSC인베스트먼트,KOSDAQ,18520,7,"[7.5, 9.0, 9.2, 18.8, 4.5, 9.7, 9.5]",9.47,False,3.83,50,30,7920,-57.24,VCP Pattern Detected
047810,한국항공우주,KOSPI,175600,7,"[16.9, 10.9, 7.6, 4.4, 7.3, 6.4, 7.5]",7.54,False,1.03,50,10,171200,-2.51,VCP Pattern Detected
003160,디아이,KOSPI,35150,8,"[5.5, 3.5, 9.4, 21.2, 15.5, 9.6, 18.5, 6.7]",6.72,False,0.9,50,30,37200,5.83,VCP Pattern Detected
036580,팜스코,KOSPI,4000,8,"[1.7, 14.5, 6.3, 4.2, 4.5, 9.1, 8.2, 8.4]",8.45,False,1.74,50,10,3965,-0.88,VCP Pattern Detected
218410,RFHIC,KOSDAQ,59000,7,"[13.4, 15.1, 29.4, 5.1, 9.8, 10.3, 9.0]",8.99,False,1.49,50,30,50600,-14.24,VCP Pattern Detected
006800,미래에셋증권,KOSPI,68300,5,"[10.7, 16.5, 14.5, 9.1, 5.6]",5.57,False,1.33,50,60,28700,-57.98,VCP Pattern Detected
012030,DB,KOSPI,2200,9,"[9.9, 8.1, 0.0, 9.1, 9.0, 4.7, 3.0, 9.4, 8.6]",8.62,False,5.51,50,30,1832,-16.73,VCP Pattern Detected
001720,신영증권,KOSPI,255000,9,"[9.4, 14.2, 5.4, 16.9, 4.3, 2.5, 1.0, 9.6, 7.3]",7.34,False,2.94,50,30,192000,-24.71,VCP Pattern Detected
009420,한올바이오파마,KOSPI,61100,8,"[5.3, 7.3, 6.3, 17.2, 7.8, 25.1, 11.0, 12.5]",12.5,True,0.72,50,30,52000,-14.89,VCP Pattern Detected
000720,현대건설,KOSPI,135400,6,"[11.5, 8.9, 15.8, 9.0, 11.9, 9.5]",9.52,False,0.82,50,30,109200,-19.35,VCP Pattern Detected
000880,한화,KOSPI,125100,7,"[12.1, 7.2, 27.5, 7.4, 4.2, 20.6, 7.9]",7.89,False,0.81,50,30,122900,-1.76,VCP Pattern Detected
016610,DB증권,KOSPI,16250,6,"[8.2, 4.2, 9.2, 3.4, 9.6, 5.8]",5.81,False,3.39,50,60,13600,-16.31,VCP Pattern Detected
365270,큐라클,KOSDAQ,16180,9,"[24.4, 7.2, 21.9, 19.5, 20.9, 4.1, 4.8, 8.8, 5.2]",5.24,False,0.97,50,60,12780,-21.01,VCP Pattern Detected
420770,기가비스,KOSDAQ,63000,4,"[18.8, 14.8, 16.3, 11.8]",11.83,False,1.08,40,30,65100,3.33,VCP Pattern Detected
482630,삼양엔씨켐,KOSDAQ,20850,4,"[7.1, 23.4, 18.1, 14.7]",14.73,False,0.89,40,30,14425,-30.82,VCP Pattern Detected
196700,웹스,KOSDAQ,2960,8,"[4.4, 7.0, 6.0, 8.6, 2.2, 17.1, 11.7, 13.7]",13.67,False,0.8,30,10,2890,-2.36,VCP Pattern Detected
024060,흥구석유,KOSDAQ,21850,7,"[4.9, 3.6, 6.1, 3.9, 6.1, 17.2, 14.6]",14.62,False,4.12,30,30,15390,-29.57,VCP Pattern Detected
095610,테스,KOSDAQ,69500,7,"[7.9, 3.3, 20.2, 18.0, 11.6, 19.8, 11.1]",11.08,False,0.99,30,30,72200,3.88,VCP Pattern Detected
319660,피에스케이,KOSDAQ,56500,7,"[10.7, 26.8, 4.1, 10.1, 0.0, 11.5, 12.7]",12.68,False,0.96,30,10,61500,8.85,VCP Pattern Detected
187660,현대ADM,KOSDAQ,12060,6,"[9.4, 8.9, 24.9, 18.7, 20.8, 11.2]",11.24,False,4.88,30,30,3380,-71.97,VCP Pattern Detected
077360,덕산하이메탈,KOSDAQ,13150,10,"[6.3, 13.3, 6.9, 8.1, 27.6, 3.1, 5.1, 6.2, 10.4, 12.4]",12.44,False,1.45,30,10,11900,-9.51,VCP Pattern Detected
171090,선익시스템,KOSDAQ,119300,5,"[22.8, 6.9, 3.5, 17.6, 10.5]",10.49,False,2.04,30,30,64800,-45.68,VCP Pattern Detected
100790,미래에셋벤처투자,KOSDAQ,23550,6,"[11.7, 8.4, 12.5, 43.9, 16.7, 11.5]",11.46,False,0.88,30,30,25300,7.43,VCP Pattern Detected
327260,RF머트리얼즈,KOSDAQ,46250,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,1.23,30,30,25550,-44.76,VCP Pattern Detected
347700,스피어,KOSDAQ,45600,6,"[16.5, 28.2, 17.9, 7.4, 16.8, 11.3]",11.27,False,0.96,30,30,19250,-57.79,VCP Pattern Detected
032820,우리기술,KOSDAQ,16930,5,"[8.9, 12.1, 6.4, 31.3, 10.1]",10.14,False,2.61,30,30,4045,-76.11,VCP Pattern Detected
221800,유투바이오,KOSDAQ,24750,6,"[1.7, 7.2, 20.4, 41.8, 21.7, 10.2]",10.22,False,2.33,30,30,4990,-79.84,VCP Pattern Detected
042700,한미반도체,KOSPI,204000,5,"[16.0, 10.4, 9.6, 10.1, 11.3]",11.33,False,0.95,30,10,211000,3.43,VCP Pattern Detected
196450,코아시아씨엠,KOSDAQ,1417,8,"[8.8, 6.3, 19.5, 15.9, 5.1, 10.3, 11.9, 10.5]",10.51,False,3.8,30,30,1056,-25.48,VCP Pattern Detected
