ticker,name,market,close,volume,change_pct,contractions_count,contractions_history,last_depth_pct,volume_dry_up,vol_ratio,vcp_score,jump_score,pivot_point,pivot_distance_pct,note,vcp_mode
420770,기가비스,Market,77300,137083,0.0980113636363635,5,"[18.8, 14.8, 16.3, 11.8, 9.4]",9.43,True,0.56,60,50,77400,0.13,VCP Pattern Detected,Classic
092220,KEC,Market,1421,4748710,0.0035310734463276,10,"[5.7, 0.0, 21.2, 12.7, 4.3, 5.9, 2.4, 8.1, 15.2, 8.7]",8.68,True,0.75,60,50,1521,7.04,VCP Pattern Detected,Classic
011690,와이투솔루션,Market,6470,1063561,-0.0328849028400597,6,"[21.2, 19.9, 2.2, 5.9, 27.8, 14.9]",14.87,True,0.4,50,50,7600,17.47,VCP Pattern Detected,Classic
042700,한미반도체,Market,311000,920505,0.0332225913621262,6,"[16.0, 10.4, 9.6, 10.1, 11.3, 10.0]",10.04,True,0.35,50,50,333500,7.23,VCP Pattern Detected,Classic
033240,자화전자,Market,39300,189281,0.0025510204081633,7,"[10.3, 29.0, 5.4, 8.7, 20.7, 29.9, 11.7]",11.71,True,0.5,40,50,44400,12.98,VCP Pattern Detected,Classic
295310,에이치브이엠,Market,96600,440109,-0.0612244897959183,6,"[17.6, 10.3, 7.9, 8.0, 29.6, 11.2]",11.21,True,0.64,40,50,108800,12.63,VCP Pattern Detected,Classic
353200,대덕전자,Market,74800,2995223,0.1130952380952381,9,"[11.3, 9.8, 14.9, 3.5, 12.4, 0.0, 4.5, 22.9, 9.7]",9.75,False,1.19,40,30,66700,-10.83,VCP Pattern Detected,Classic
240810,원익IPS,Market,124500,469740,0.0497470489038784,6,"[5.8, 20.9, 10.6, 8.8, 19.4, 13.9]",13.93,True,0.54,40,50,137800,10.68,VCP Pattern Detected,Classic
002380,KCC,Market,558000,33671,0.0528301886792452,8,"[10.8, 6.9, 3.0, 6.3, 6.5, 3.8, 27.4, 8.8]",8.75,False,0.88,40,30,560000,0.36,VCP Pattern Detected,Classic
267250,HD현대,Market,275500,141328,0.0260707635009311,5,"[6.8, 16.9, 14.1, 14.1, 12.2]",12.25,True,0.58,40,50,298000,8.17,VCP Pattern Detected,Classic
036170,에이치엠넥스,Market,5080,2619666,-0.0609981515711645,6,"[6.5, 5.1, 9.1, 4.7, 21.1, 9.9]",9.9,False,1.41,40,30,1798,-64.61,VCP Pattern Detected,Classic
263750,펄어비스,Market,65600,1375680,0.0314465408805031,8,"[5.9, 6.8, 9.7, 0.9, 6.6, 5.4, 8.2, 7.9]",7.91,False,1.97,40,30,53700,-18.14,VCP Pattern Detected,Classic
222080,씨아이에스,Market,12910,1997815,-0.0023183925811437,7,"[7.4, 14.2, 9.9, 15.6, 5.6, 25.8, 14.5]",14.5,True,0.59,40,50,15100,16.96,VCP Pattern Detected,Classic
265740,엔에프씨,Market,8210,286080,-0.0497685185185184,10,"[12.1, 3.1, 7.4, 29.5, 18.2, 5.3, 5.3, 7.8, 19.2, 13.5]",13.51,True,0.62,40,50,9400,14.49,VCP Pattern Detected,Classic
138080,오이솔루션,Market,31650,897836,-0.0379939209726444,7,"[12.2, 14.8, 14.7, 4.3, 12.8, 11.4, 5.5]",5.54,False,3.03,40,60,16980,-46.35,VCP Pattern Detected,Classic
036930,주성엔지니어링,Market,62900,809245,0.0294599018003274,6,"[5.5, 7.2, 17.3, 12.3, 11.6, 12.7]",12.71,True,0.63,40,30,70000,11.29,VCP Pattern Detected,Classic
127120,제이에스링크,Market,38650,242790,-0.0349563046192259,8,"[0.0, 23.5, 20.4, 20.1, 14.3, 10.1, 13.3, 7.7]",7.73,False,0.8,40,30,31050,-19.66,VCP Pattern Detected,Classic
031980,피에스케이홀딩스,Market,108200,196927,0.0433944069431051,8,"[8.2, 17.9, 18.6, 11.8, 7.0, 13.8, 12.7, 12.8]",12.79,True,0.7,40,30,117300,8.41,VCP Pattern Detected,Classic
388790,라이콤,Market,4970,494179,-0.0311890838206627,6,"[3.1, 6.4, 4.7, 8.1, 14.3, 10.3]",10.34,False,2.75,20,30,3190,-35.81,VCP Pattern Detected,Classic
040160,누리플렉스,Market,10200,99067,0.0220440881763526,6,"[22.1, 0.0, 13.1, 8.3, 12.6, 15.0]",14.98,False,1.04,20,10,9410,-7.75,VCP Pattern Detected,Classic
052020,에스티큐브,Market,16300,939232,0.0049321824907522,5,"[6.0, 26.7, 10.4, 22.9, 12.6]",12.64,False,1.85,20,30,9100,-44.17,VCP Pattern Detected,Classic
078600,대주전자재료,Market,118500,320072,0.0458958517210943,6,"[12.9, 12.0, 23.6, 10.1, 18.6, 10.8]",10.77,False,0.89,20,30,118800,0.25,VCP Pattern Detected,Classic
327260,RF머트리얼즈,Market,55700,419583,-0.0106571936056838,6,"[5.9, 15.2, 22.1, 17.4, 13.1, 11.5]",11.55,False,1.23,20,30,25550,-54.13,VCP Pattern Detected,Classic
322000,HD현대에너지솔루션,Market,131700,1632072,0.0452380952380953,7,"[13.5, 31.7, 13.6, 10.2, 0.5, 12.8, 13.2]",13.17,False,2.61,20,10,89600,-31.97,VCP Pattern Detected,Classic
331920,셀레믹스,Market,6960,324320,0.0160583941605838,5,"[12.6, 7.4, 11.0, 17.1, 10.5]",10.51,False,0.95,20,30,5140,-26.15,VCP Pattern Detected,Classic
000440,중앙에너비스,Market,28700,720856,-0.1155624036979969,8,"[7.4, 7.8, 3.9, 6.7, 3.9, 6.3, 10.5, 12.5]",12.5,False,2.76,20,10,32800,14.29,VCP Pattern Detected,Classic
